rank,team,n_games,net,off,def,p_beat_avg,hfa,league_mean,sigma
42,Wichita St,51,3.3731370626907706,2.0396002057611935,-1.3335368569295771,0.7670873933552911,0.17791093922200443,5.087762496180172,4.6252438134698775
43,Purdue,53,3.353725641626237,1.6278933064693768,-1.72583233515686,0.7658020949071527,0.17791093922200443,5.087762496180172,4.6252438134698775
44,North Carolina,49,3.2680531927735297,3.0719132402483624,-0.19613995252516747,0.7600827731174968,0.17791093922200443,5.087762496180172,4.6252438134698775
45,Nevada,54,3.1324324617674537,1.9836768525964699,-1.1487556091709838,0.7508753716360164,0.17791093922200443,5.087762496180172,4.6252438134698775
46,Penn St,52,3.1082949628670673,2.1468982605200115,-0.9613967023470558,0.7492171754586592,0.17791093922200443,5.087762496180172,4.6252438134698775
47,FL Atlantic,52,2.87936883346996,1.0238055076495332,-1.8555633258204272,0.7332044111112553,0.17791093922200443,5.087762496180172,4.6252438134698775
48,Marshall,53,2.873404159302482,0.6305030544181378,-2.242901104884344,0.7327803959047917,0.17791093922200443,5.087762496180172,4.6252438134698775
49,Ohio St,52,2.8490479530303543,2.1570660936375425,-0.6919818593928118,0.7310454457845713,0.17791093922200443,5.087762496180172,4.6252438134698775
50,CS Fullerton,50,2.784346696010414,1.3762224679410369,-1.4081242280693773,0.7264093276445306,0.17791093922200443,5.087762496180172,4.6252438134698775
51,Belmont,48,2.7602794092207166,0.14531008383483907,-2.6149693253858777,0.7246747698115622,0.17791093922200443,5.087762496180172,4.6252438134698775
52,South Florida,55,2.6033761144837824,0.1931916762139967,-2.410184438269786,0.7132357279882915,0.17791093922200443,5.087762496180172,4.6252438134698775
53,St Thomas MN,51,2.5912020171118115,1.0931646803554735,-1.498037336756338,0.7123388401580024,0.17791093922200443,5.087762496180172,4.6252438134698775
54,Iowa St,55,2.5598292850469235,2.3538736653766996,-0.20595561967022386,0.7100214644360026,0.17791093922200443,5.087762496180172,4.6252438134698775
55,Auburn,52,2.3791636378786216,1.5796950949003397,-0.799468542978282,0.6965091520140272,0.17791093922200443,5.087762496180172,4.6252438134698775
56,WKU,49,2.3618437661645766,0.7106648678919497,-1.6511788982726268,0.6951991207787804,0.17791093922200443,5.087762496180172,4.6252438134698775
57,Baylor,53,2.326804110137931,0.7359374929742556,-1.5908666171636752,0.6925411565621283,0.17791093922200443,5.087762496180172,4.6252438134698775
58,Rutgers,54,2.3224795009419306,2.5092055813887684,0.18672608044683764,0.6922124035805965,0.17791093922200443,5.087762496180172,4.6252438134698775
59,Wisconsin,48,2.297791964731834,1.4515812156849914,-0.8462107490468428,0.6903327290944595,0.17791093922200443,5.087762496180172,4.6252438134698775
60,Connecticut,53,2.268192524955225,1.5288342906845627,-0.7393582342706624,0.6880724935213585,0.17791093922200443,5.087762496180172,4.6252438134698775
61,Louisiana,54,2.2057727418923228,0.9214448571530686,-1.284327884739254,0.6832828695925023,0.17791093922200443,5.087762496180172,4.6252438134698775
62,UNC Greensboro,56,2.2035718127565582,0.3628169401319285,-1.84075487262463,0.6831134184715405,0.17791093922200443,5.087762496180172,4.6252438134698775
63,Miami OH,54,2.1961458857158327,1.0468477484051497,-1.1492981373106832,0.6825414076696809,0.17791093922200443,5.087762496180172,4.6252438134698775
64,S Illinois,49,2.181581481244259,0.4214746261404088,-1.7601068551038501,0.6814182622580247,0.17791093922200443,5.087762496180172,4.6252438134698775
65,ULM,56,2.1724580196830936,-0.38611314010688025,-2.558571159789974,0.6807138484529789,0.17791093922200443,5.087762496180172,4.6252438134698775
66,Cent Arkansas,53,2.139212036787459,1.4417087864898035,-0.6975032502976556,0.6781414489043781,0.17791093922200443,5.087762496180172,4.6252438134698775
67,St Mary's CA,49,1.9686360435200085,0.5927536907197699,-1.3758823528002386,0.664810751170905,0.17791093922200443,5.087762496180172,4.6252438134698775
68,Campbell,53,1.9581460820721288,1.0966400765456015,-0.8615060055265275,0.663983913495148,0.17791093922200443,5.087762496180172,4.6252438134698775
69,NC State,52,1.8883018206355873,0.8223933730325763,-1.065908447603011,0.6584585814057138,0.17791093922200443,5.087762496180172,4.6252438134698775
70,Loy Marymount,48,1.862725619530429,0.3393245490542213,-1.5234010704762075,0.6564266628432217,0.17791093922200443,5.087762496180172,4.6252438134698775
71,North Alabama,48,1.8517919024639289,0.8099391719560022,-1.0418527305079268,0.6555566410403839,0.17791093922200443,5.087762496180172,4.6252438134698775
72,James Madison,50,1.8477284779217635,1.5649238666300016,-0.2828046112917618,0.655233094520673,0.17791093922200443,5.087762496180172,4.6252438134698775
73,Iowa,54,1.82521342913235,1.3680932563548565,-0.4571201727774936,0.6534383017230554,0.17791093922200443,5.087762496180172,4.6252438134698775
74,Ohio,53,1.8163592616577984,1.5479839054329207,-0.2683753562248777,0.6527315421178279,0.17791093922200443,5.087762496180172,4.6252438134698775
75,Florida Intl,51,1.8110856887212026,0.6938688498264477,-1.1172168388947548,0.6523103409373405,0.17791093922200443,5.087762496180172,4.6252438134698775
76,Incarnate Word,54,1.8078174240302318,0.8865440262961438,-0.921273397734088,0.6520492096391023,0.17791093922200443,5.087762496180172,4.6252438134698775
77,Stetson,53,1.7696454758675149,1.1286138470154738,-0.6410316288520409,0.6489939948022725,0.17791093922200443,5.087762496180172,4.6252438134698775
78,North Florida,56,1.759381716828996,0.630223338972303,-1.1291583778566932,0.6481708460686896,0.17791093922200443,5.087762496180172,4.6252438134698775
79,Troy,53,1.7586059654118134,0.21631711809183424,-1.5422888473199792,0.6481086028654056,0.17791093922200443,5.087762496180172,4.6252438134698775
80,Appalachian St,50,1.7386558672166357,1.9754353307542172,0.2367794635375815,0.6465065270368104,0.17791093922200443,5.087762496180172,4.6252438134698775
81,Kentucky,54,1.7314938192134064,0.6452872589345391,-1.0862065602788673,0.6459307493008696,0.17791093922200443,5.087762496180172,4.6252438134698775
82,Princeton,43,1.729870432070346,0.24272599930341046,-1.4871444327669354,0.6458001940604384,0.17791093922200443,5.087762496180172,4.6252438134698775
83,Cal Baptist,56,1.6561682319095936,-0.2517799473884157,-1.9079481792980093,0.6398551162512953,0.17791093922200443,5.087762496180172,4.6252438134698775
84,McNeese St,57,1.6520097239343792,1.4399501791631697,-0.21205954477120956,0.6395186502087191,0.17791093922200443,5.087762496180172,4.6252438134698775
85,Notre Dame,52,1.6308197234918114,0.6281582466734008,-1.0026614768184106,0.6378024880867773,0.17791093922200443,5.087762496180172,4.6252438134698775
86,South Alabama,54,1.628276737565586,-0.3291410534175002,-1.9574177909830863,0.6375963464982557,0.17791093922200443,5.087762496180172,4.6252438134698775
87,Louisiana Tech,52,1.6173264366279545,0.318941193998366,-1.2983852426295885,0.6367082291412283,0.17791093922200443,5.087762496180172,4.6252438134698775
88,Nicholls St,54,1.6067467215391624,0.509348838479918,-1.0973978830592444,0.6358494692530727,0.17791093922200443,5.087762496180172,4.6252438134698775
89,Charlotte,56,1.5965547976543621,1.324262276545027,-0.2722925211093353,0.6350215409202162,0.17791093922200443,5.087762496180172,4.6252438134698775
90,Idaho St,53,1.5790091683835832,0.769254009897999,-0.8097551584855841,0.6335947696368074,0.17791093922200443,5.087762496180172,4.6252438134698775
91,N Dakota St,49,1.5667799076408795,1.3684311765746509,-0.1983487310662287,0.6325992189950284,0.17791093922200443,5.087762496180172,4.6252438134698775
92,Creighton,54,1.5060809787733542,1.2392528348894327,-0.2668281438839215,0.6276448042119215,0.17791093922200443,5.087762496180172,4.6252438134698775
93,Southern Miss,56,1.455737330540821,0.47908795608985066,-0.9766493744509704,0.6235194871069255,0.17791093922200443,5.087762496180172,4.6252438134698775
94,Samford,55,1.3442111741522411,0.3533306573719084,-0.9908805167803328,0.6143309055639339,0.17791093922200443,5.087762496180172,4.6252438134698775
95,Hawaii,46,1.3019622260737878,0.03559877722390578,-1.266363448849882,0.610832895914876,0.17791093922200443,5.087762496180172,4.6252438134698775
96,Liberty,53,1.2292490284821507,0.6654786618288097,-0.563770366653341,0.604791657303792,0.17791093922200443,5.087762496180172,4.6252438134698775
97,Lamar,54,1.1809352242337745,0.5152294284813669,-0.6657057957524077,0.6007635236024486,0.17791093922200443,5.087762496180172,4.6252438134698775
98,Northern Iowa,50,1.1652611745501378,2.401750682405709,1.2364895078555713,0.599454378364586,0.17791093922200443,5.087762496180172,4.6252438134698775
99,Providence,47,1.1215757968419333,0.5384822237812826,-0.5830935730606508,0.5957997832933986,0.17791093922200443,5.087762496180172,4.6252438134698775
100,Akron,54,1.1051097945765107,0.9656830170927982,-0.13942677748371252,0.594420093068684,0.17791093922200443,5.087762496180172,4.6252438134698775
101,UNLV,51,1.0820297532406966,0.6229348836441766,-0.45909486959652,0.5924842385003672,0.17791093922200443,5.087762496180172,4.6252438134698775
102,Prairie View,45,1.0715306181229414,0.6070616615175041,-0.4644689566054373,0.5916028652158625,0.17791093922200443,5.087762496180172,4.6252438134698775
103,New Mexico,51,1.0415103733351567,0.6417906165381448,-0.3997197567970118,0.589080205600935,0.17791093922200443,5.087762496180172,4.6252438134698775
104,N Illinois,41,1.0171179885413069,0.9448376066617865,-0.07228038187952034,0.5870277444370432,0.17791093922200443,5.087762496180172,4.6252438134698775
105,Boise St,55,1.0094023485002912,0.49097676169332755,-0.5184255868069637,0.5863780249049373,0.17791093922200443,5.087762496180172,4.6252438134698775
106,Delaware,52,0.9907461828223234,0.21999660129399792,-0.7707495815283255,0.5848060500599727,0.17791093922200443,5.087762496180172,4.6252438134698775
107,Austin Peay,53,0.97188241784642,0.31481885370024987,-0.6570635641461702,0.5832152013788524,0.17791093922200443,5.087762496180172,4.6252438134698775
108,Murray St,47,0.9173760426283216,0.2873275677512771,-0.6300484748770445,0.5786109095816606,0.17791093922200443,5.087762496180172,4.6252438134698775
109,East Carolina,56,0.8611195767745362,-0.7830459270621158,-1.644165503836652,0.5738474912904933,0.17791093922200443,5.087762496180172,4.6252438134698775
110,UNC Wilmington,48,0.8586013524375686,-0.3868794989323716,-1.2454808513699402,0.5736340074466595,0.17791093922200443,5.087762496180172,4.6252438134698775
111,Jacksonville,51,0.8439472993724598,0.22348462317090304,-0.6204626762015568,0.5723912759163344,0.17791093922200443,5.087762496180172,4.6252438134698775
112,Ga Southern,52,0.8184129755241705,-0.2810978536010211,-1.0995108291251916,0.5702241371392379,0.17791093922200443,5.087762496180172,4.6252438134698775
113,North Texas,54,0.8153065877070456,0.5967156713204227,-0.2185909163866229,0.569960347267458,0.17791093922200443,5.087762496180172,4.6252438134698775
114,Army,55,0.8136195420099371,0.003948539266073474,-0.8096710027438636,0.5698170727412499,0.17791093922200443,5.087762496180172,4.6252438134698775
115,SF Austin,56,0.7985777289400059,0.223121890885436,-0.5754558380545699,0.5685392231791064,0.17791093922200443,5.087762496180172,4.6252438134698775
116,CS Sacramento,50,0.7849628335340553,-0.12645841063646385,-0.9114212441705191,0.5673819756114723,0.17791093922200443,5.087762496180172,4.6252438134698775
117,W Carolina,55,0.7400898357233557,0.6859278450619067,-0.05416199066144901,0.5635637910017923,0.17791093922200443,5.087762496180172,4.6252438134698775
118,E Illinois,53,0.739452408919793,0.5314371888630157,-0.20801522005677733,0.5635095096305069,0.17791093922200443,5.087762496180172,4.6252438134698775
119,Fresno St,46,0.7048385346575361,-0.09568087256553731,-0.8005194072230735,0.5605601260291744,0.17791093922200443,5.087762496180172,4.6252438134698775
120,UC Santa Barbara,52,0.6905597620656667,-0.16010746440302692,-0.8506672264686936,0.5593424687526495,0.17791093922200443,5.087762496180172,4.6252438134698775
121,New Mexico St,51,0.6677931521940985,0.6736101296492389,0.005816977455140423,0.5573998339371613,0.17791093922200443,5.087762496180172,4.6252438134698775
122,Tarleton St,56,0.6439796640388714,0.2402788667448711,-0.4037007972940003,0.5553663938050262,0.17791093922200443,5.087762496180172,4.6252438134698775
123,Wofford,50,0.6324474629642449,0.4956607012137375,-0.13678676175050747,0.5543811287341762,0.17791093922200443,5.087762496180172,4.6252438134698775
124,UAB,53,0.6100212204454164,-0.06331223958146995,-0.6733334600268863,0.5524641638863648,0.17791093922200443,5.087762496180172,4.6252438134698775
125,C Michigan,46,0.5953325983234121,0.7364754107539614,0.14114281243054924,0.5512079329769282,0.17791093922200443,5.087762496180172,4.6252438134698775
126,Santa Clara,48,0.5701620715457673,-0.2434130550252708,-0.813575126571038,0.5490540595533296,0.17791093922200443,5.087762496180172,4.6252438134698775
127,Maryland,48,0.5134586707672508,-0.3379635657734482,-0.851422236540699,0.5441966792217114,0.17791093922200443,5.087762496180172,4.6252438134698775
128,San Diego St,50,0.4776431155270483,-0.04918327392893483,-0.5268263894559831,0.5411251588576069,0.17791093922200443,5.087762496180172,4.6252438134698775
129,Tulsa,51,0.47170325967760196,0.3452105659629185,-0.1264926937146835,0.5406155179655628,0.17791093922200443,5.087762496180172,4.6252438134698775
130,Sam Houston St,55,0.4327283838995173,-0.1611425248359597,-0.593870908735477,0.5372698476375467,0.17791093922200443,5.087762496180172,4.6252438134698775
131,Illinois St,47,0.39274903505980147,0.5084842811608369,0.11573524610103542,0.5338352121814874,0.17791093922200443,5.087762496180172,4.6252438134698775
132,Long Beach St,50,0.34293997714195706,0.06954700164850207,-0.273392975493455,0.5295526051583546,0.17791093922200443,5.087762496180172,4.6252438134698775
133,Hofstra,50,0.30842818498104174,-0.2734709759630015,-0.5818991609440433,0.5265832285302741,0.17791093922200443,5.087762496180172,4.6252438134698775
134,Ball St,48,0.2856870283182371,0.4796061537895787,0.19391912547134163,0.524625773284421,0.17791093922200443,5.087762496180172,4.6252438134698775
135,Georgia St,56,0.28182604691604846,-0.28880405445170404,-0.5706301013677525,0.5242933772446641,0.17791093922200443,5.087762496180172,4.6252438134698775
136,BYU,51,0.24850061547392155,0.7587706735023905,0.5102700580284689,0.5214236766658967,0.17791093922200443,5.087762496180172,4.6252438134698775
137,Columbia,41,0.24236111043354303,-0.5399537920725025,-0.7823149025060455,0.5208948694922256,0.17791093922200443,5.087762496180172,4.6252438134698775
138,Seattle,48,0.22158624833043455,0.4456767672010382,0.22409051887060366,0.5191052240161391,0.17791093922200443,5.087762496180172,4.6252438134698775
139,Fordham,49,0.19045374628304465,-0.22015282845077702,-0.41060657473382167,0.516422612317842,0.17791093922200443,5.087762496180172,4.6252438134698775
140,W Michigan,50,0.18932952711209844,0.03861406328505221,-0.15071546382704623,0.5163257264558453,0.17791093922200443,5.087762496180172,4.6252438134698775
141,Coastal Car,54,0.1832816909511934,0.7396892124322275,0.5564075214810341,0.5158045040197609,0.17791093922200443,5.087762496180172,4.6252438134698775
142,St John's,56,0.1373635806010366,-0.3208649503470105,-0.4582285309480471,0.5118463128960241,0.17791093922200443,5.087762496180172,4.6252438134698775
143,SC Upstate,54,0.12068474261802767,0.3152147231267558,0.19452998050872813,0.5104082694306655,0.17791093922200443,5.087762496180172,4.6252438134698775
144,Marist,52,0.05774479983842884,0.1927510045550117,0.13500620471658287,0.5049805468903771,0.17791093922200443,5.087762496180172,4.6252438134698775
145,Radford,48,0.023436795687309164,-1.482611032358375,-1.5060478280456842,0.5020214909921669,0.17791093922200443,5.087762496180172,4.6252438134698775
146,UT Arlington,45,0.01435930516278816,1.3185829199977377,1.3042236148349495,0.501238534653631,0.17791093922200443,5.087762496180172,4.6252438134698775
147,Utah Valley,49,0.0014258201735345977,0.40505844128394264,0.40363262111040804,0.5001229816125167,0.17791093922200443,5.087762496180172,4.6252438134698775
148,Butler,42,-0.09746984454352026,0.2837589819653548,0.3812288265088751,0.4915935319847301,0.17791093922200443,5.087762496180172,4.6252438134698775
149,Minnesota,51,-0.10100569607280407,-1.137249942863343,-1.0362442467905388,0.49128862351942343,0.17791093922200443,5.087762496180172,4.6252438134698775
150,Harvard,43,-0.12203495089779609,0.3173943089801186,0.4394292598779147,0.48947531080862294,0.17791093922200443,5.087762496180172,4.6252438134698775
151,California,52,-0.12701886202665713,0.6145467320942295,0.7415655941208866,0.48904558810345533,0.17791093922200443,5.087762496180172,4.6252438134698775
152,S Dakota St,55,-0.1399535744646645,0.3641994962995001,0.5041530707641646,0.4879303920981308,0.17791093922200443,5.087762496180172,4.6252438134698775
153,Robert Morris,41,-0.16941828709529982,2.2816707545123793,2.451089041607679,0.48539039024207103,0.17791093922200443,5.087762496180172,4.6252438134698775
154,Howard,42,-0.19003294180566604,-0.4794041052845075,-0.28937116347884145,0.4836136527435138,0.17791093922200443,5.087762496180172,4.6252438134698775
155,Youngstown St,49,-0.19995386751034094,0.7609470696161204,0.9609009371264613,0.48275870099554113,0.17791093922200443,5.087762496180172,4.6252438134698775
156,Oregon St,50,-0.20161992192180722,0.4220873435933882,0.6237072655151954,0.482615133741313,0.17791093922200443,5.087762496180172,4.6252438134698775
157,Colgate,51,-0.23738477936096256,-0.10258948184482378,0.13479529751613878,0.4795337783415479,0.17791093922200443,5.087762496180172,4.6252438134698775
158,Northwestern LA,53,-0.27434420568530365,-0.35150096730750086,-0.07715676162219721,0.4763507904311695,0.17791093922200443,5.087762496180172,4.6252438134698775
159,Colorado St,50,-0.2901222158679813,-0.008199837928594845,0.28192237793938646,0.4749924178162269,0.17791093922200443,5.087762496180172,4.6252438134698775
160,FGCU,51,-0.3035404202194696,-0.40352190616549305,-0.09998148594602346,0.4738374354834443,0.17791093922200443,5.087762496180172,4.6252438134698775
161,St Joseph's PA,47,-0.310210517429841,-0.7596846612533573,-0.4494741438235163,0.4732633829108434,0.17791093922200443,5.087762496180172,4.6252438134698775
162,TN Martin,52,-0.3102957277706325,-0.9939595393317501,-0.6836638115611176,0.4732560497588645,0.17791093922200443,5.087762496180172,4.6252438134698775
163,E Kentucky,52,-0.31351127072667906,-0.8474483195127868,-0.5339370487861077,0.47297932866349807,0.17791093922200443,5.087762496180172,4.6252438134698775
164,UC San Diego,49,-0.3690752273420804,0.09007776961881889,0.45915299696089934,0.46819981545190925,0.17791093922200443,5.087762496180172,4.6252438134698775
165,St Louis,49,-0.41288768452527974,-0.8434517860215156,-0.43056410149623586,0.4644343404321769,0.17791093922200443,5.087762496180172,4.6252438134698775
166,UT San Antonio,55,-0.48108080432441813,-0.3506824616438544,0.13039834268056372,0.45857991753681254,0.17791093922200443,5.087762496180172,4.6252438134698775
167,Lehigh,53,-0.48243854390826313,-0.3526448326178033,0.12979371129045983,0.4584634416375239,0.17791093922200443,5.087762496180172,4.6252438134698775
168,Fairfield,49,-0.5481967163597647,-0.9488762871236711,-0.40067957076390637,0.4528267265444511,0.17791093922200443,5.087762496180172,4.6252438134698775
169,Houston,51,-0.5791326500041442,0.9390704798295763,1.5182031298337204,0.4501781478126725,0.17791093922200443,5.087762496180172,4.6252438134698775
170,TX Southern,35,-0.5791610113720951,-1.158835140605015,-0.5796741292329199,0.45017572065473066,0.17791093922200443,5.087762496180172,4.6252438134698775
171,G Washington,43,-0.6324435896785939,-0.7151733384268486,-0.08272974874825466,0.44561920224061174,0.17791093922200443,5.087762496180172,4.6252438134698775
172,UC Davis,51,-0.6327267010961455,-0.7119850021780685,-0.07925830108192305,0.4455950102849939,0.17791093922200443,5.087762496180172,4.6252438134698775
173,MTSU,51,-0.6445743746784782,-0.24520871939690492,0.39936565528157325,0.44458280572083547,0.17791093922200443,5.087762496180172,4.6252438134698775
174,Southern Univ,36,-0.6592923236012909,-0.7734416787336055,-0.11414935513231465,0.4433258834123064,0.17791093922200443,5.087762496180172,4.6252438134698775
175,Missouri St,50,-0.6973667620775466,-0.7882176351058516,-0.0908508730283051,0.4400769769473262,0.17791093922200443,5.087762496180172,4.6252438134698775
176,Lindenwood,49,-0.7138113663110242,-0.5941080838089213,0.11970328250210283,0.438674986099641,0.17791093922200443,5.087762496180172,4.6252438134698775
177,Michigan St,51,-0.7253443906107055,-0.6901630290943648,0.035181361516340805,0.43769219161627015,0.17791093922200443,5.087762496180172,4.6252438134698775
178,Iona,48,-0.7669536676734543,-1.3628577171916532,-0.5959040495181989,0.43414966569368246,0.17791093922200443,5.087762496180172,4.6252438134698775
179,Loyola-Chicago,48,-0.767224389236818,-0.5258507323088532,0.24137365692796484,0.4341266340197688,0.17791093922200443,5.087762496180172,4.6252438134698775
180,SUNY Albany,42,-0.7904683101475778,-0.4600388898103977,0.33042942033718015,0.4321499961857853,0.17791093922200443,5.087762496180172,4.6252438134698775
181,Florida A&M,46,-0.8033091786989033,-0.14511764953882073,0.6581915291600825,0.431058747217351,0.17791093922200443,5.087762496180172,4.6252438134698775
182,Dayton,46,-0.8058471250165089,-0.9403244747873536,-0.13447734977084472,0.43084312822518606,0.17791093922200443,5.087762496180172,4.6252438134698775
183,Brown,42,-0.8319935482322864,-0.7775369447971902,0.054456603435096236,0.4286229902595545,0.17791093922200443,5.087762496180172,4.6252438134698775
184,Winthrop,49,-0.8342976623852209,-0.4472044341680724,0.3870932282171485,0.428427451129829,0.17791093922200443,5.087762496180172,4.6252438134698775
185,Pacific,52,-0.845443633767318,-1.0038033008790928,-0.1583596671117747,0.4274817948541146,0.17791093922200443,5.087762496180172,4.6252438134698775
186,SE Missouri St,48,-0.8513008241676391,-0.6780755289570038,0.1732252952106352,0.42698502056075277,0.17791093922200443,5.087762496180172,4.6252438134698775
187,Bryant,41,-0.8751872556786299,-0.6477486633307642,0.2274385923478657,0.4249603133463966,0.17791093922200443,5.087762496180172,4.6252438134698775
188,Boston College,51,-0.9016650227588473,0.1156973609794006,1.017362383738248,0.4227182676224209,0.17791093922200443,5.087762496180172,4.6252438134698775
189,North Dakota,49,-0.9016708555490727,-1.2917913576200706,-0.3901205020709979,0.42271777399482613,0.17791093922200443,5.087762496180172,4.6252438134698775
190,N Colorado,49,-0.9638830264736082,0.14611589371296735,1.1099989201865756,0.417459829163034,0.17791093922200443,5.087762496180172,4.6252438134698775
191,Pittsburgh,51,-1.00783703590955,-0.31075735580758856,0.6970796801019615,0.4137538160456138,0.17791093922200443,5.087762496180172,4.6252438134698775
192,Evansville,49,-1.034395621134305,-0.7694952389365386,0.2649003821977665,0.41151820548155105,0.17791093922200443,5.087762496180172,4.6252438134698775
